Study Status,Study Results,Conditions,Interventions,Sex,Age,Phases,Enrollment,Study Type,Study Design,Start Date,Completion Date,Locations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPLETED,YES,Solid Tumours,DRUG: Pazopanib,ALL,"CHILD, ADULT",PHASE2,57,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,10/8/14,11/5/19,"Novartis Investigative Site, Long Beach, California, 90801, United States|Novartis Investigative Site, Madera, California, 93638-8762, United States|Novartis Investigative Site, Orange, California, 92868, United States|Novartis Investigative Site, Palo Alto, California, 94304, United States|Novartis Investigative Site, San Francisco, California, United States|Novartis Investigative Site, Hartford, Connecticut, 06106, United States|Novartis Investigative Site, Orlando, Florida, 32806, United States|Novartis Investigative Site, St. Petersburg, Florida, 33701, United States|Novartis Investigative Site, Chicago, Illinois, 60611, United States|Novartis Investigative Site, Indianapolis, Indiana, 46202, United States|Novartis Investigative Site, Minneapolis, Minnesota, 55404, United States|Novartis Investigative Site, Kansas City, Missouri, 64108, United States|Novartis Investigative Site, St Louis, Missouri, 63110, United States|Novartis Investigative Site, Hackensack, New Jersey, 07601, United States|Novartis Investigative Site, New York, New York, 10032, United States|Novartis Investigative Site, Chapel Hill, North Carolina, 27599, United States|Novartis Investigative Site, Charlotte, North Carolina, 28203, United States|Novartis Investigative Site, Cincinnati, Ohio, 45229, United States|Novartis Investigative Site, Nashville, Tennessee, 37212, United States|Novartis Investigative Site, Dallas, Texas, 75235, United States|Novartis Investigative Site, Fort Worth, Texas, 76104, United States|Novartis Investigative Site, Houston, Texas, 77030, United States|Novartis Investigative Site, Norfolk, Virginia, 23507, United States|Novartis Investigative Site, Seattle, Washington, 98105, United States|Novartis Investigative Site, Toronto, Ontario, M5G 1X8, Canada|Novartis Investigative Site, Montreal, Quebec, H3T 1C5, Canada|Novartis Investigative Site, Prague, 150 05, Czechia|Novartis Investigative Site, Paris, 75248, France|Novartis Investigative Site, Budapest, 1094, Hungary|Novartis Investigative Site, Košice, 041 66, Slovakia|Novartis Investigative Site, Madrid, 28009, Spain",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPLETED,YES,Oncology,DRUG: Entospletinib,ALL,"ADULT, OLDER_ADULT",PHASE1,56,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,11/16/15,10/25/17,"Clinical Pharmacology of Miami, Inc. (CPMI), Miami, Florida, United States|Orlando Clinical Research Center, Orlando, Florida, United States|DaVita Clinical Research, Minneapolis, Minnesota, United States|The Texas Liver Institute, San Antonio, Texas, United States|APEX GmBH, Munich, Germany|Auckland Clinical Studies, Auckland, New Zealand",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TERMINATED,YES,Solid Tumours,DRUG: GSK525762|DRUG: Abiraterone|DRUG: Enzalutamide|DRUG: Prednisone,MALE,"ADULT, OLDER_ADULT",PHASE1,73,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,7/18/17,6/22/21,"GSK Investigational Site, Los Angeles, California, 90033, United States|GSK Investigational Site, Baltimore, Maryland, 21287, United States|GSK Investigational Site, Towson, Maryland, 21204, United States|GSK Investigational Site, Boston, Massachusetts, 02215, United States|GSK Investigational Site, Detroit, Michigan, 48201, United States|GSK Investigational Site, St Louis, Missouri, 63110, United States|GSK Investigational Site, New York, New York, 10016, United States|GSK Investigational Site, Philadelphia, Pennsylvania, 19104, United States|GSK Investigational Site, Madison, Wisconsin, 53792, United States|GSK Investigational Site, Sydney, New South Wales, 2050, Australia|GSK Investigational Site, Clayton, Victoria, 3168, Australia|GSK Investigational Site, Melbourne, Victoria, 3000, Australia|GSK Investigational Site, Barcelona, 08035, Spain|GSK Investigational Site, Barcelona, 8036, Spain|GSK Investigational Site, Madrid, 28034, Spain|GSK Investigational Site, Málaga, 3075EA, Spain|GSK Investigational Site, Sabadell (Barcelona), 08208, Spain|GSK Investigational Site, Santander, 39008, Spain|GSK Investigational Site, Sutton, London, SM2 5NG, United Kingdom|GSK Investigational Site, Glasgow, G12 OYN, United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TERMINATED,YES,Hematologic Malignancy|Myeloid Malignancy,DRUG: Ruxolitinib|DRUG: Mesna|DRUG: Anti-thymocyte globulin (ATG)|DRUG: Cyclosporine|DRUG: Cyclophosphamide|DRUG: Fludarabine|DRUG: Methotrexate|RADIATION: Total Body Irradiation (radiation treatment)|DRUG: Bone marrow infusion|DRUG: Busulfan|DRUG: Thiotepa,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE2,3,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,3/14/23,5/8/24,"St. Jude Children's Research Hospital, Memphis, Tennessee, 38105, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TERMINATED,YES,Renal Malignant Tumor,DRUG: Contrast enhanced ultrasound with Lumason,ALL,"ADULT, OLDER_ADULT",PHASE4,12,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: DIAGNOSTIC,7/16/19,9/21/21,"Indiana University Hospital, Indianapolis, Indiana, 46022, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPLETED,YES,Advanced Solid Tumours,DRUG: RXC004|DRUG: RXC004|DRUG: RXC004|BIOLOGICAL: Denosumab|BIOLOGICAL: pembrolizumab,ALL,"ADULT, OLDER_ADULT",PHASE2,45,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,12/10/21,11/30/23,"Wollongong Hospital, Wollongong, New South Wales, 2500, Australia|The Alfred Hospital - Alfred Health, Melbourne, Victoria, 3304, Australia|Cambridge University Hospital NHS Foundation Trust, Cambridge, CB2 0XY, United Kingdom|Beatson West of Scotland Cancer Care, Glasgow, G12 0YN, United Kingdom|St James University Hospital, Leeds, LS9 7TF, United Kingdom|Barts Cancer Institute - Haemato-Oncology, London, EC1M 6BQ, United Kingdom|University College Hospitals NHS Foundation Trust, London, NW1 2BU, United Kingdom|Royal Free London Foundation NHS Trust, London, NW3 2QG, United Kingdom|Imperial College Healthcare NHS Trust - Hammersmith Hospital, London, W12 0HS, United Kingdom|The Christie NHS Foundation Trust - Medical Oncology, Manchester, M20 4BX, United Kingdom|Oxford Cancer and Haematology Centre Churchill Hospital, Oxford, OX3 7LE, United Kingdom|Weston Park Hospital, Sheffield, S10 2SJ, United Kingdom|The Royal Marsden Hospital (Surrey), Sutton, SM25PT, United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPLETED,YES,Advanced Solid Tumours,DRUG: Ceralasertib,ALL,"ADULT, OLDER_ADULT",PHASE2,54,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,12/1/20,2/18/25,"Research Site, Duarte, California, 91010, United States|Research Site, Los Angeles, California, 90089, United States|Research Site, San Francisco, California, 94115, United States|Research Site, Tampa, Florida, 33612, United States|Research Site, Indianapolis, Indiana, 46202, United States|Research Site, Baltimore, Maryland, 21231, United States|Research Site, Ann Arbor, Michigan, 48109, United States|Research Site, Las Vegas, Nevada, 89119, United States|Research Site, New York, New York, 10065, United States|Research Site, Ephrata, Pennsylvania, 17522, United States|Research Site, Philadelphia, Pennsylvania, 19104, United States|Research Site, Myrtle Beach, South Carolina, 29572, United States|Research Site, Bordeaux, 33076, France|Research Site, Dijon, 21079, France|Research Site, Lyon, 69373, France|Research Site, Vandœuvre-lès-Nancy, 54519, France|Research Site, Barcelona, 08036, Spain|Research Site, Madrid, 28050, Spain",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPLETED,YES,Advanced Malignant Neoplasm|Metastatic Malignant Neoplasm|Unresectable Malignant Neoplasm,DIAGNOSTIC_TEST: Laboratory Biomarker Analysis|DRUG: Muscadine Grape Skin Extract|PROCEDURE: Quality-of-Life Assessment,ALL,"ADULT, OLDER_ADULT",PHASE1,24,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2016-03,4/24/23,"Wake Forest University Health Sciences, Winston-Salem, North Carolina, 27157, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPLETED,YES,Advanced Rare Tumours,DRUG: Durvalumab|DRUG: Tremelimumab,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE2,140,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,12/14/16,1/29/25,"Cross Cancer Institute, Edmonton, Alberta, T6G 1Z2, Canada|BCCA - Cancer Centre for the Southern Interior, Kelowna, British Columbia, V1Y 5L3, Canada|BCCA - Vancouver Cancer Centre, Vancouver, British Columbia, V5Z 4E6, Canada|CancerCare Manitoba, Winnipeg, Manitoba, R3E 0V9, Canada|QEII Health Sciences Centre, Halifax, Nova Scotia, B3H 1V7, Canada|Juravinski Cancer Centre at Hamilton Health Sciences, Hamilton, Ontario, L8V 5C2, Canada|London Regional Cancer Program, London, Ontario, N6A 5W9, Canada|Ottawa Hospital Research Institute, Ottawa, Ontario, K1H 8L6, Canada|University Health Network, Toronto, Ontario, M5G 2M9, Canada|CHUM-Centre Hospitalier de l'Universite de Montreal, Montreal, Quebec, H2X 3E4, Canada|The Research Institute of the McGill University, Montreal, Quebec, H4A 3J1, Canada|Allan Blair Cancer Centre, Regina, Saskatchewan, S4T 7T1, Canada|Saskatoon Cancer Centre, Saskatoon, Saskatchewan, S7N 4H4, Canada",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TERMINATED,YES,Haematological Malignancies,DRUG: AZD0466|DRUG: Voriconazole,ALL,"ADULT, OLDER_ADULT",PHASE1,46,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,6/11/21,8/8/23,"Research Site, Duarte, California, 91010, United States|Research Site, Jacksonville, Florida, 32224, United States|Research Site, Chicago, Illinois, 60611, United States|Research Site, Columbus, Ohio, 43210, United States|Research Site, Houston, Texas, 77030, United States|Research Site, Melbourne, 3004, Australia|Research Site, Parkville, 3050, Australia|Research Site, Pessac, 33604, France|Research Site, Aachen, 52074, Germany|Research Site, Heidelberg, 69120, Germany|Research Site, Kiel, 24105, Germany|Research Site, Bologna, 40138, Italy|Research Site, Meldola, 47014, Italy|Research Site, Rozzano, 20089, Italy|Research Site, Busan, 47392, South Korea",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPLETED,YES,Small Bowel Cancers|Colorectal Cancers,BIOLOGICAL: CV301|DRUG: MSB0011359C|DRUG: N-803|DRUG: NHS-IL12,ALL,"ADULT, OLDER_ADULT",PHASE2,32,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,9/22/20,8/16/24,"National Institutes of Health Clinical Center, Bethesda, Maryland, 20892, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPLETED,YES,Malignant Solid Tumour|Breast Cancer Nos Metastatic Recurrent|Neuropathy,DRUG: Eribulin|DRUG: Cyclophosphamide,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,44,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,3/27/12,12/31/19,"University of California, San Francisco, San Francisco, California, 94143, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTIVE_NOT_RECRUITING,YES,Advanced Malignant Neoplasm|Fatigue|Metastatic Malignant Neoplasm|Recurrent Malignant Neoplasm|Refractory Malignant Neoplasm,DRUG: Dexamethasone|BEHAVIORAL: Exercise Intervention|OTHER: Laboratory Biomarker Analysis|OTHER: Quality-of-Life Assessment|OTHER: Questionnaire Administration,ALL,"ADULT, OLDER_ADULT",PHASE2|PHASE3,90,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: SUPPORTIVE_CARE",8/13/15,12/31/26,"M D Anderson Cancer Center, Houston, Texas, 77030, United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
